DEALER ID,Cibil Score,TOTAL ASSET COST,ASSET CTG,ASSET MODEL NO,MARITAL STATUS,GENDER,ADDRESS TYPE,EMPLOY CONSTITUTION,EMPLOYER TYPE,phone_digitalage,Application Status
196135,725.0,94404.0,MOECA,199546,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,0
97012,713.0,97581.0,SCEXA,124650,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,94.0,1
190811,725.0,89500.0,MCECA,160832,Married,Female,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
190901,725.0,94404.0,SCEXA,143233,Married,Male,RESIDENCE,SELF-EMPLOYED,SALARIED,973.0,0
95860,725.0,98942.0,MCEXA,129102,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1671.0,1
96051,725.0,100053.0,MCECA,200863,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2342.0,1
79963,725.0,96000.0,MCEXA,129102,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
79454,725.0,80516.0,MCECA,134122,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,84.0,1
190733,747.0,85240.0,MCECA,166537,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1852.0,1
95004,725.0,91769.0,SCECA,143240,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,53.0,1
69807,706.0,94404.0,EMECA,185294,Married,Male,RESIDENCE,SALARIED,SALARIED,1998.0,0
53022,756.0,94404.0,MCECB,138396,Married,Male,RESIDENCE,SALARIED,Government,3132.0,1
96112,725.0,94404.0,MCEXA,124648,Married,Female,Parental,SELF-EMPLOYED,SALARIED,669.0,0
72821,740.0,94404.0,SCEXA,143617,Married,Male,RESIDENCE,SELF-EMPLOYED,Government,1998.0,1
106557,779.0,118905.0,SCECA,143240,Married,Female,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
87154,611.0,94404.0,ESNRB,134122,Single,Male,RENTED-ROWHOUSE,SALARIED,SELF-EMPLOYED,2396.0,0
113533,725.0,94404.0,MCECC,140208,Single,Male,RESIDENCE,SALARIED,Non-Government,-1.0,0
113207,762.0,92588.0,SCECA,200153,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
97633,697.0,94404.0,MCECB,199546,Married,Male,RESIDENCE,SALARIED,SALARIED,1998.0,0
192534,751.0,94404.0,MCECB,134123,Single,Male,OWNED-BUNGLOW,SALARIED,Government,507.0,1
94763,725.0,100648.0,MCEXA,139543,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1218.0,1
200571,754.0,94404.0,MCEXB,145941,Single,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,1988.0,0
105101,725.0,78960.0,MCECA,134121,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,982.0,1
76914,723.0,94997.0,MCEXA,139542,Married,Female,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2011.0,1
201741,649.0,94404.0,MOECA,198315,Married,Male,PARENT OWNED-HOUSE,SELF-EMPLOYED,SALARIED,2109.0,0
56274,724.0,94066.0,SCECA,143240,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2003.0,1
108838,695.0,94404.0,MCEXB,143619,Single,Male,RESIDENCE,SELF-EMPLOYED,SALARIED,2396.0,0
80790,725.0,94404.0,MCEXA,143240,Married,Male,OWNED-BUNGLOW,SALARIED,Non-Government,862.0,1
85952,725.0,94404.0,MOECA,140681,Married,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,3497.0,1
96112,743.0,94404.0,MCPRA,124648,Married,Male,Parental,SALARIED,SELF-EMPLOYED,2703.0,0
90867,725.0,94404.0,ESNRB,129101,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2181.0,1
112744,725.0,94404.0,ESNRB,175683,Single,Male,RESIDENCE,SALARIED,SALARIED,668.0,0
98843,764.0,108733.0,MCEXA,129101,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,4292.0,1
82940,776.0,96058.0,MCEXA,143237,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,4337.0,1
71825,725.0,94404.0,ESNRB,160214,Single,Male,PARENT OWNED-FLAT,SELF-EMPLOYED,Government,1998.0,1
89269,757.0,80020.0,MCECA,138383,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,268.0,1
97418,725.0,94380.0,SCECA,134897,Married,Female,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1604.0,1
72833,725.0,94404.0,MCEXB,182702,Married,Male,PARENT OWNED-HOUSE,SELF-EMPLOYED,SALARIED,5324.0,1
92791,746.0,94404.0,SCECA,143240,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,0
95821,737.0,97524.0,MCEXA,129102,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
71825,725.0,94404.0,ESNRB,185293,Married,Male,OWNED-BUNGLOW,SALARIED,SELF-EMPLOYED,1982.0,1
95981,725.0,94404.0,MOECA,133253,Single,Male,OWNDED-FLAT,SALARIED,SALARIED,1988.0,0
199874,725.0,94404.0,MCEXA,198318,Married,Male,Company Provided,SALARIED,Non-Government,3439.0,1
105374,701.0,88000.0,MCECA,143948,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
92255,737.0,87415.0,MCECA,134122,Single,Male,Parental,SALARIED,SALARIED,3492.0,1
67618,627.0,94404.0,MCECA,140212,Single,Male,OWNDED-FLAT,SALARIED,Non-Government,1998.0,0
85882,725.0,94404.0,MCEXA,199546,Single,Male,RESIDENCE,SALARIED,SALARIED,3031.0,1
95436,709.0,94404.0,MCPRA,160001,Single,Male,OWNED-BUNGLOW,SALARIED,Non-Government,-1.0,0
84315,785.0,94404.0,MCECC,143240,Married,Female,RESIDENCE,SALARIED,SELF-EMPLOYED,2147.0,1
78315,753.0,94404.0,MOECA,139810,Married,Male,RESIDENCE,SALARIED,SALARIED,1998.0,1
107700,712.0,94404.0,ESECB,134898,Single,Female,Rented,SELF-EMPLOYED,Non-Government,1263.0,1
109474,747.0,95000.0,MCECA,143949,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
94910,752.0,107080.0,MCEXA,129101,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,-1.0,1
96391,725.0,92816.0,MCECA,160832,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,809.0,1
192749,754.0,92900.0,MCECA,199546,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
74634,653.0,94404.0,EMECA,140212,Single,Male,OWNED-ROWHOUSE,SELF-EMPLOYED,Government,1998.0,0
95589,725.0,94404.0,MCECC,160832,Single,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,570.0,1
77503,725.0,93190.0,MCECA,200863,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,578.0,1
68255,703.0,84590.0,MCECA,140212,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,824.0,1
109944,725.0,98884.0,MCEXA,139542,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2031.0,1
69661,725.0,80850.0,MCECA,134122,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,455.0,1
96940,738.0,94404.0,EMECA,134119,Single,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,694.0,0
102759,752.0,89038.0,SCECA,134124,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1926.0,1
103465,725.0,85590.0,MCECA,199546,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
80662,754.0,105638.0,SCECA,138396,Single,Male,Parental,SALARIED,SALARIED,1998.0,1
93037,753.0,94404.0,ESNRB,134898,Single,Female,Self/Spouse Owned,SELF-EMPLOYED,SALARIED,1998.0,1
74119,725.0,103878.0,SCEXA,124648,Single,Female,Self/Spouse Owned,SALARIED,SALARIED,1988.0,1
80000,681.0,94404.0,MCECC,143628,Married,Female,RESIDENCE,SALARIED,Non-Government,1900.0,0
79245,751.0,103106.0,MCEXA,129101,Married,Male,Parental,SALARIED,SALARIED,1998.0,1
192001,725.0,90330.0,MCECA,175955,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
87887,761.0,109500.0,MCEXA,129101,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2396.0,1
84888,697.0,94404.0,MCPRA,143240,Single,Male,Company Provided,SALARIED,SELF-EMPLOYED,1802.0,0
83531,758.0,107967.0,MCEXA,129101,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1237.0,1
110989,725.0,102745.0,MCEXA,143237,Single,Male,RESIDENCE,SALARIED,Non-Government,-1.0,1
91405,785.0,94404.0,MCEXB,174331,Married,Female,RESIDENCE,SALARIED,Non-Government,1998.0,1
95589,693.0,94404.0,ESNRC,140212,Married,Male,OWNED-BUNGLOW,SALARIED,Non-Government,1998.0,1
190381,725.0,113063.0,SCECA,181455,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,701.0,1
193334,725.0,94404.0,MCPRA,145945,Single,Male,Company Provided,SALARIED,SALARIED,1988.0,0
106557,725.0,89594.0,SCECA,174641,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,103.0,1
78515,725.0,94404.0,MCECB,200010,Married,Female,RENTED-ROWHOUSE,SALARIED,Government,1988.0,1
103483,725.0,114650.0,MCECC,143232,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
83531,695.0,94093.0,SCECA,143241,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,113.0,1
196637,592.0,94404.0,ESECB,199546,Single,Male,RESIDENCE,SALARIED,Government,1157.0,0
97838,692.0,94404.0,ESNRB,134896,Single,Male,OWNDED-FLAT,SALARIED,Non-Government,1988.0,0
93295,746.0,101140.0,SCECA,143240,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
106589,725.0,94404.0,ESECB,138383,Single,Male,OWNED-PENTHOUSE,SELF-EMPLOYED,Non-Government,284.0,0
74450,725.0,94404.0,ESECB,140212,Single,Male,PARENT OWNED-FLAT,SELF-EMPLOYED,SALARIED,1988.0,0
84567,580.0,94404.0,MCECC,143615,Married,Male,Parental,SALARIED,SELF-EMPLOYED,1263.0,0
94984,725.0,94404.0,MOECA,139744,Married,Male,RESIDENCE,SELF-EMPLOYED,Government,326.0,1
73891,724.0,94404.0,MCEXB,145942,Married,Male,PARENT OWNED-HOUSE,SALARIED,Government,608.0,0
87408,768.0,87562.0,SCECA,143241,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2396.0,1
95981,725.0,94404.0,ESNRC,160216,Married,Female,PARENT OWNED-FLAT,SALARIED,SELF-EMPLOYED,883.0,0
100398,746.0,108580.0,MCEXA,183085,Single,Male,Parental,SALARIED,SALARIED,1998.0,1
97418,687.0,94404.0,ESNRC,143233,Single,Male,RESIDENCE,SALARIED,SALARIED,1998.0,0
78282,725.0,94404.0,MCEXB,167336,Single,Male,RESIDENCE,SALARIED,SALARIED,1848.0,0
201354,725.0,94404.0,MOECA,143238,Married,Male,OWNED-ROWHOUSE,SELF-EMPLOYED,Non-Government,2396.0,1
94953,533.0,94404.0,MCECC,139542,Single,Male,RESIDENCE,SALARIED,Non-Government,1998.0,0
67932,737.0,89589.0,MCECA,145941,Single,Male,Rented,SALARIED,SALARIED,2758.0,1
95821,725.0,101922.0,MCEXA,129101,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2147.0,1
111007,725.0,149000.0,MCPRA,139744,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,147.0,1
191657,725.0,94404.0,ESECB,140212,Single,Male,Parental,SELF-EMPLOYED,Government,2786.0,0
99468,767.0,103725.0,SCECA,182702,Married,Female,Rented,SALARIED,SALARIED,805.0,1
92777,746.0,94404.0,MCECC,138383,Single,Male,Company Provided,SELF-EMPLOYED,SALARIED,556.0,1
73278,725.0,76757.0,MCECA,134121,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,-1.0,1
98077,762.0,94404.0,MOECA,143248,Single,Male,OWNED-BUNGLOW,SALARIED,SELF-EMPLOYED,1263.0,1
194716,752.0,94404.0,MCECA,129101,Married,Male,RESIDENCE,SALARIED,Government,872.0,0
92637,725.0,94404.0,MCECB,145122,Married,Male,OWNED-PENTHOUSE,SALARIED,Non-Government,2190.0,0
89746,611.0,94404.0,ESNRB,143607,Married,Male,RESIDENCE,SELF-EMPLOYED,SALARIED,1998.0,0
108474,698.0,94404.0,MOECA,134121,Married,Male,RESIDENCE,SELF-EMPLOYED,Government,992.0,0
91843,775.0,79014.0,MCECA,134122,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,586.0,1
112073,767.0,94404.0,SCECA,145941,Married,Male,OWNED-BUNGLOW,SELF-EMPLOYED,Non-Government,1998.0,1
66557,749.0,94404.0,MCECB,143232,Single,Male,Self/Spouse Owned,SALARIED,SALARIED,1998.0,1
199998,546.0,94404.0,MCEXA,181455,Married,Male,OWNED-ROWHOUSE,SELF-EMPLOYED,SALARIED,1998.0,0
65027,736.0,94404.0,MCECC,145122,Single,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,3122.0,1
97348,725.0,94404.0,ESECB,138395,Married,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,2147.0,1
107519,650.0,94404.0,MOECA,139744,Single,Male,OWNED-ROWHOUSE,SELF-EMPLOYED,Government,1998.0,0
60732,767.0,92117.0,SCECA,183087,Married,Female,Self/Spouse Owned,SALARIED,SALARIED,384.0,1
111522,717.0,94404.0,MCEXA,199546,Single,Male,OWNED-BUNGLOW,SELF-EMPLOYED,SELF-EMPLOYED,2786.0,0
71477,725.0,94404.0,ESNRC,181455,Single,Male,OWNDED-FLAT,SELF-EMPLOYED,Non-Government,2201.0,1
71618,725.0,94404.0,ESNRC,199546,Single,Male,RESIDENCE,SALARIED,SALARIED,1912.0,1
109236,686.0,94404.0,EMECA,139542,Married,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,2147.0,0
199426,768.0,116965.0,ESECB,198319,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
196704,725.0,94404.0,MCECA,140212,Single,Male,Parental,SELF-EMPLOYED,Government,1890.0,1
68396,725.0,89473.0,SCECA,143241,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1030.0,1
105288,725.0,75017.0,MCECC,143232,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2011.0,1
75638,725.0,113232.0,SCECA,160214,Single,Male,Self/Spouse Owned,SALARIED,SALARIED,-1.0,1
107617,725.0,94404.0,MCEXA,183085,Single,Male,OWNED-BUNGLOW,SALARIED,SALARIED,1988.0,0
110534,725.0,94404.0,MCEXB,143240,Married,Male,OWNED-BUNGLOW,SALARIED,Non-Government,1998.0,1
190785,748.0,82000.0,EMECA,171257,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
75436,683.0,94404.0,MOECA,174641,Married,Female,PARENT OWNED-FLAT,SELF-EMPLOYED,SELF-EMPLOYED,149.0,0
193128,749.0,94404.0,MCECA,143240,Married,Male,PARENT OWNED-HOUSE,SELF-EMPLOYED,Non-Government,1998.0,1
73665,725.0,95181.0,SCECA,143240,Married,Male,Rented,SALARIED,SALARIED,1988.0,1
61797,725.0,94404.0,EMECA,134898,Married,Male,OWNDED-FLAT,SALARIED,SALARIED,537.0,1
91405,625.0,87921.0,MCECA,167335,Married,Male,Rented,SALARIED,SALARIED,1998.0,1
95821,658.0,97524.0,MCEXA,129102,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
79548,568.0,94404.0,MOECA,143240,Single,Male,PARENT OWNED-FLAT,SALARIED,SELF-EMPLOYED,303.0,0
69867,744.0,83701.0,MCECA,134121,Married,Male,Rented,SALARIED,SALARIED,1609.0,1
74152,700.0,94571.0,SCECA,134123,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1965.0,1
94069,611.0,94404.0,MCECC,199546,Married,Male,Rented,SELF-EMPLOYED,Non-Government,3275.0,1
105600,786.0,94349.0,SCEXA,124650,Married,Female,Self/Spouse Owned,SALARIED,SALARIED,698.0,1
110989,692.0,94404.0,MCECA,199546,Married,Male,Self/Spouse Owned,SALARIED,Government,429.0,0
95590,703.0,94404.0,MCECB,140212,Single,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,266.0,1
108481,725.0,94855.0,MCEXA,143238,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,3240.0,1
69867,756.0,95508.0,MCECA,175955,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,419.0,1
73417,725.0,99808.0,MCEXA,175683,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
107288,686.0,94404.0,MCECB,143233,Married,Male,Company Provided,SELF-EMPLOYED,SALARIED,1998.0,0
112006,725.0,95858.0,MCECA,199546,Married,Male,Rented,SALARIED,SALARIED,1988.0,1
66662,786.0,95001.0,SCECA,138395,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
110715,607.0,94404.0,SCECA,134123,Married,Female,Self/Spouse Owned,SALARIED,Government,2396.0,0
92919,725.0,93763.0,SCECA,143241,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,-1.0,1
198104,725.0,94404.0,MCEXA,140208,Married,Female,PARENT OWNED-FLAT,SELF-EMPLOYED,Government,2827.0,0
109781,739.0,94404.0,EMECA,134121,Married,Female,Rented,SALARIED,SELF-EMPLOYED,2836.0,0
87990,774.0,152929.0,MCPRA,134119,Married,Male,RESIDENCE,SALARIED,Non-Government,1998.0,1
105201,750.0,120500.0,MCEXA,178903,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,-1.0,1
107363,645.0,94404.0,SCECA,145122,Married,Male,OWNED-BUNGLOW,SALARIED,Non-Government,510.0,0
106884,700.0,94404.0,SCECA,140215,Single,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,1998.0,0
109774,725.0,91000.0,MCECA,134121,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,3562.0,1
107363,764.0,94404.0,MCEXA,200863,Married,Male,Company Provided,SELF-EMPLOYED,SALARIED,722.0,1
97496,725.0,94404.0,SCECA,129823,Single,Male,RESIDENCE,SELF-EMPLOYED,Government,3497.0,1
95912,725.0,94404.0,SCECA,143616,Married,Male,Self/Spouse Owned,SALARIED,Non-Government,2006.0,1
92066,725.0,81816.0,MCECA,134122,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2396.0,1
87314,707.0,102349.0,SCECA,143240,Married,Male,RESIDENCE,SALARIED,Non-Government,1998.0,1
92735,759.0,94404.0,ESECB,143240,Married,Male,RENTED-ROWHOUSE,SALARIED,Non-Government,1998.0,1
105016,725.0,94404.0,EMECA,160832,Married,Male,RESIDENCE,SALARIED,Government,265.0,1
84909,754.0,89788.0,MCECA,140208,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
66755,725.0,94404.0,ESECB,134121,Married,Male,PARENT OWNED-HOUSE,SELF-EMPLOYED,Government,2694.0,0
87786,725.0,94404.0,MOECA,160832,Single,Male,OWNED-PENTHOUSE,SELF-EMPLOYED,Non-Government,3497.0,0
196635,725.0,94404.0,ESNRC,145121,Married,Male,RESIDENCE,SALARIED,SELF-EMPLOYED,444.0,0
103562,730.0,98900.0,SCECA,133255,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
75638,780.0,102673.0,SCECA,133250,Married,Male,Self/Spouse Owned,SALARIED,SALARIED,1998.0,1
112815,737.0,94404.0,MCEXB,185294,Single,Male,RESIDENCE,SALARIED,Non-Government,1988.0,0
73105,776.0,78830.0,MCECA,153778,Married,Male,Parental,SALARIED,SALARIED,1453.0,1
200930,740.0,110990.0,MCEXA,149668,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,117.0,1
200564,672.0,94404.0,ESNRC,129102,Married,Male,OWNED-PENTHOUSE,SALARIED,Non-Government,2526.0,0
77362,724.0,94404.0,MCECB,143237,Married,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,1998.0,0
109792,725.0,94404.0,MCPRA,199546,Married,Female,RESIDENCE,SALARIED,Government,384.0,0
96112,753.0,102407.0,SCECA,143240,Married,Male,RESIDENCE,SALARIED,Non-Government,570.0,1
87082,658.0,98650.0,SCECA,138396,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
79245,725.0,93636.0,SCEXA,124650,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1778.0,1
108052,725.0,94404.0,MCECC,139543,Married,Male,OWNED-BUNGLOW,SELF-EMPLOYED,SELF-EMPLOYED,3270.0,1
95590,725.0,92794.0,MCECA,199546,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1803.0,1
107448,725.0,84800.0,MCECA,140212,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2147.0,1
109932,744.0,119346.0,SCECA,160214,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
195379,725.0,92454.0,MCECA,140208,Married,Female,Parental,SALARIED,SALARIED,1196.0,1
80399,725.0,125653.0,SCEXA,174331,Married,Male,Rented,SALARIED,SALARIED,440.0,1
101962,725.0,103357.0,MCEXA,129102,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
92647,722.0,94404.0,MCPRA,134123,Single,Female,OWNED-ROWHOUSE,SELF-EMPLOYED,SELF-EMPLOYED,2279.0,1
94844,725.0,94404.0,MOECA,174641,Single,Female,RENTED-ROWHOUSE,SALARIED,SALARIED,1988.0,1
80658,725.0,94404.0,MCECB,134124,Single,Male,PARENT OWNED-FLAT,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,1
94625,725.0,93619.0,MCECA,140212,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,73.0,1
113888,713.0,145890.0,MCEXB,161243,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,1641.0,1
66238,725.0,88155.0,MCECA,134121,Married,Male,Rented,SELF-EMPLOYED,SELF-EMPLOYED,4082.0,1
64786,645.0,94404.0,SCECA,139543,Single,Male,Rented,SALARIED,SALARIED,-1.0,0
94069,725.0,88155.0,MCECA,134122,Married,Female,Self/Spouse Owned,SALARIED,SALARIED,4442.0,1
95590,725.0,90968.0,MCECA,160832,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,53.0,1
91812,725.0,81295.0,MCECA,138383,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,982.0,1
84315,717.0,108240.0,SCEXA,124650,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
92031,641.0,94404.0,MCEXB,138382,Married,Male,RESIDENCE,SALARIED,Non-Government,1988.0,0
95564,593.0,94404.0,MCECC,129101,Married,Male,OWNED-ROWHOUSE,SALARIED,SALARIED,1988.0,0
106557,754.0,97052.0,SCEXA,124650,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,1407.0,1
110867,736.0,94257.0,MCECA,199546,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,3056.0,1
189953,742.0,70001.0,ESNRC,185327,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2222.0,1
106551,725.0,94404.0,MCECB,138469,Single,Female,OWNDED-FLAT,SALARIED,SALARIED,1988.0,0
70018,703.0,94404.0,MCPRA,143240,Married,Male,OWNED-ROWHOUSE,SELF-EMPLOYED,Government,1998.0,1
95004,715.0,94404.0,ESNRB,178840,Married,Male,OWNDED-FLAT,SELF-EMPLOYED,Non-Government,3408.0,1
99295,753.0,101212.0,MCECA,124587,Single,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1998.0,1
109048,748.0,94404.0,MCECC,199546,Single,Male,OWNED-BUNGLOW,SELF-EMPLOYED,Non-Government,135.0,1
191391,725.0,92377.0,SCECA,143240,Married,Female,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2456.0,1
90985,725.0,94404.0,EMECA,139744,Married,Male,RESIDENCE,SELF-EMPLOYED,Government,2396.0,1
105101,725.0,98870.0,MCEXA,143950,Single,Male,Self/Spouse Owned,SALARIED,SALARIED,563.0,1
97398,725.0,94404.0,MCPRA,142832,Married,Male,RESIDENCE,SALARIED,SALARIED,1998.0,0
80979,752.0,99158.0,SCECA,143240,Married,Female,Parental,SELF-EMPLOYED,SELF-EMPLOYED,5044.0,1
109884,733.0,104551.0,SCECA,181455,Married,Male,Rented,SELF-EMPLOYED,SELF-EMPLOYED,2396.0,1
55969,778.0,75799.0,MCECB,143233,Married,Male,Parental,SALARIED,SALARIED,1965.0,1
94607,746.0,93063.0,MCEXA,143238,Single,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,2453.0,1
60399,741.0,99518.0,MCEXA,129102,Single,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2129.0,1
89496,630.0,94404.0,SCECA,160832,Married,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1988.0,0
110350,725.0,94404.0,ESECB,143608,Married,Male,Company Provided,SELF-EMPLOYED,Government,2323.0,0
93988,624.0,94404.0,SCEXA,199546,Married,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,1449.0,0
109325,725.0,94404.0,ESECB,180581,Married,Male,RESIDENCE,SALARIED,SALARIED,182.0,0
199586,562.0,94404.0,MOECA,160832,Married,Male,RESIDENCE,SALARIED,Non-Government,1926.0,0
90971,725.0,94404.0,ESECB,134121,Married,Male,RESIDENCE,SELF-EMPLOYED,Non-Government,53.0,0
106556,725.0,107460.0,MCEXA,139543,Married,Male,Parental,SALARIED,SALARIED,2239.0,1
110990,725.0,103444.0,MCEXA,129102,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,-1.0,1
96112,725.0,115835.0,SCEXA,184476,Married,Female,RESIDENCE,SALARIED,Government,570.0,1
94065,737.0,96834.0,SCECA,143241,Married,Female,Parental,SELF-EMPLOYED,SELF-EMPLOYED,2662.0,1
78876,726.0,151705.0,MCEXB,139810,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,872.0,1
74137,725.0,94404.0,MOECA,182702,Single,Female,Self/Spouse Owned,SELF-EMPLOYED,Government,1988.0,0
107240,773.0,92166.0,MCECA,140208,Married,Male,Parental,SELF-EMPLOYED,SELF-EMPLOYED,304.0,1
55038,714.0,91353.0,SCEXA,124650,Married,Male,Self/Spouse Owned,SELF-EMPLOYED,SELF-EMPLOYED,714.0,1
79963,733.0,100393.0,MCEXA,129101,Married,Male,RESIDENCE,SELF-EMPLOYED,SELF-EMPLOYED,698.0,1
